"FT355" "LD" "2" 60
"FT452" "LD" "2" NA
"FT473" "LD" "2" NA
"FT505" "LD" "2" NA
"FT874" "LD" "2" 96
"FT016" "LD" "2" NA
"FT073" "LD" "2" NA
"FT299" "LD" "2" NA
"FT319" "LD" "2" NA
"FT418" "LD" "2" NA
"FT484" "LD" "2" NA
"FT728" "LD" "2" NA
"FT730" "LD" "2" NA
"FT744" "LD" "2" NA
"MK001" "LD" "3" 51
"MK002" "LD" "3" 42
"FT002" "LD" "3" 52
"FT003" "LD" "3" 52
"FT004" "LD" "3" 52
"FT005" "LD" "3" 50
"FT006" "LD" "3" 56
"FT007" "LD" "3" 60
"FT008" "LD" "3" 51
"FT009" "LD" "3" 50
"FT010" "LD" "3" 61
"FT012" "LD" "3" 57
"FT013" "LD" "3" 51
"FT014" "LD" "3" 51
"FT017" "LD" "3" 54
"FT018" "LD" "3" 57
"FT021" "LD" "3" 64
"FT023" "LD" "3" 65
"FT025" "LD" "3" 51
"FT027" "LD" "3" 72
"FT028" "LD" "3" 53
"FT029" "LD" "3" 49
"FT031" "LD" "3" 61
"FT032" "LD" "3" 59
"FT033" "LD" "3" 63
"FT034" "LD" "3" 52
"FT036" "LD" "3" 62
"FT038" "LD" "3" 54
"FT039" "LD" "3" 54
"FT041" "LD" "3" 52
"FT042" "LD" "3" 61
"FT045" "LD" "3" 49
"FT048" "LD" "3" 58
"FT049" "LD" "3" 58
"FT051" "LD" "3" 62
"FT052" "LD" "3" 65
"FT054" "LD" "3" 70
"FT056" "LD" "3" 61
"FT057" "LD" "3" 56
"FT058" "LD" "3" 58
"FT061" "LD" "3" 52
"FT064" "LD" "3" 74
"FT065" "LD" "3" 62
"FT066" "LD" "3" 54
"FT069" "LD" "3" 61
"FT070" "LD" "3" 50
"FT072" "LD" "3" 60
"FT074" "LD" "3" 52
"FT076" "LD" "3" 65
"FT078" "LD" "3" 65
"FT079" "LD" "3" 63
"FT080" "LD" "3" 63
"FT081" "LD" "3" 57
"FT082" "LD" "3" 65
"FT084" "LD" "3" 63
"FT085" "LD" "3" 65
"FT087" "LD" "3" 59
"FT088" "LD" "3" 54
"FT089" "LD" "3" 64
"FT091" "LD" "3" 50
